City,Density,Population,Latitude,Longitude
Waku Kungo,480096799.360388,12069,-11.359500,15.120000
Hopedale,479832361.007440,442,55.450000,-60.216700
Biak,479636385.377695,103610,-1.161500,136.048500
Moatize,479634980.075309,42000,-16.099500,33.950000
Gander,479183336.676484,3345,48.950000,-54.550000
Nain,479141605.714285,1151,56.547400,-61.686000
Forteau,479100185.202528,448,51.450400,-56.950000
Mumbwa,479095872.085772,19086,-14.979600,27.070000
La Scie,479060185.070183,817,49.967000,-55.583000
Tete,478951380.608705,129316,-16.170000,33.580000
Kupang,478905828.973888,282396,-10.178700,123.583000
Sumbe,478466775.345520,33277,-11.210000,13.850000
Lusaka,478170444.729019,1328000,-15.416600,28.283300
Enurmino,477992411.123875,297,66.950000,-171.816600
Mocuba,477879493.811445,68984,-16.849600,38.260000
Chiromo,477848952.102499,25235,-16.550000,35.133200
Kuito,477785440.944455,114286,-12.380000,16.940000
Trepassey,477521849.604333,398,46.737000,-53.363300
Argentia,477391089.846846,1063,47.300400,-53.990000
Kimmirut,477274393.859704,385,62.850000,-69.883300
Igloolik,477141130.761412,1612,69.256500,-81.793600
Kaoma,477091403.818451,14212,-14.779600,24.800000
Lukulu,476955746.788955,3349,-14.389600,23.240000
Happy Valley - Goose Bay,476477342.033829,7572,53.300000,-60.300000
Hall Beach,476426353.676080,654,68.767500,-81.236100
Ambatondrazaka,476161423.910541,43134,-17.832900,48.416700
St-Augustin,476009495.172678,3961,51.242300,-58.647000
Kafue,475998490.080956,47554,-15.780000,28.180000
Nsanje,475806534.559430,21774,-16.916700,35.266700
Chiramba,475554851.498350,556,-16.892100,34.655900
Cangamba,475445597.425333,1307,-13.699600,19.860000
Buchans,475084443.276082,685,48.817000,-56.866600
Mazabuka,475039961.179067,64006,-15.860000,27.760000
Deer Lake,474755036.434148,4163,49.174400,-57.426900
Toamasina,474337910.788864,210226,-18.181800,49.405000
Trout River,474150890.577930,452,49.483700,-58.116600
Huambo,473655799.869988,1100000,-12.750000,15.760000
Corner Brook,473607043.691554,20791,48.950000,-57.933300
Maintirano,473120949.273340,5925,-18.066600,44.016700
Kalabo,472791078.097028,7731,-14.989600,22.680000
Provideniya,472743507.919348,2536,64.423500,-173.225800
Nicuadala,472688910.446809,6945,-17.607700,36.819700
Kariba,472499391.064827,25531,-16.529600,28.800000
Lavrentiya,472307715.490320,1242,65.583300,-171.025000
Kangirsuk,472195145.562731,549,60.024800,-69.999100
Uelen,472068503.770745,776,66.154100,-169.810600
Stephenville,472014994.383036,7054,48.550400,-58.566600
Mongu,471857627.149729,52534,-15.279600,23.120000
Karoi,471820870.595125,25030,-16.819600,29.680000
Lobito,471511269.850856,207932,-12.370000,13.541200
Cape Dorset,471435432.527139,1326,64.312500,-76.538600
Kuujjuaq,471413383.531455,1273,58.100000,-68.400000
Quelimane,471142120.588288,188964,-17.880000,36.890000
Shamva,470810689.256792,10317,-17.319600,31.570000
Benguela,470113589.406168,151226,-12.578300,13.407200
Natashquan,469707342.998455,722,50.191300,-61.810700
Channel-Port aux Basques,469632813.305467,4220,47.567000,-59.150000
Chinhoyi,469310201.620342,61739,-17.359600,30.180000
Antananarivo,469294208.765249,1697000,-18.916600,47.516600
Cubal,469219839.186511,4837,-13.039600,14.240000
Mazowe,469170895.707398,9966,-17.519600,30.970000
Schefferville,468921606.895664,471,54.800000,-66.816700
Choma,468761280.857724,46746,-16.809500,26.970000
Nabire,468701733.439149,43898,-3.351500,135.513400
Salluit,468373929.690897,106,62.182600,-75.659500
Harare,467576931.208810,1572000,-17.817800,31.044700
Senanga,467464382.900904,10005,-16.119600,23.270000
Taloyoak,467392005.350839,774,69.533300,-93.533300
Mingan,466816139.874604,588,50.301800,-64.017300
Chitungwiza,466599756.530310,340360,-18.000000,31.100000
Menongue,466551621.947774,13030,-14.666600,17.700000
Cuito Caunavale,466314723.809776,149,-15.159600,19.170000
Ivugivik,465996664.351909,156,62.416600,-77.900000
Sydney,465886541.265106,37538,46.066100,-60.180000
Port-Menier,465744134.544938,263,49.822600,-64.348000
Naujaat,465567556.734254,1000,66.529500,-86.282900
Baddeck,465180529.199403,852,46.100000,-60.754000
Miandrivazo,464957417.359136,20631,-19.516200,45.466600
Mavinga,464804776.871346,30000,-15.789500,20.360000
Port Louis,464427060.850115,595491,-20.166600,57.500000
Gaspé,464267245.829187,3677,48.837300,-64.493400
Sept-Îles,463771599.678633,25686,50.316100,-66.360000
Kadoma,463635282.154498,79174,-18.330000,29.909900
Curepipe,463490402.334264,299975,-20.316200,57.516600
Antsirabe,463476376.402149,307921,-19.850000,47.033300
Coral Harbour,463316379.887442,834,64.153800,-83.176600
Antigonish,462897939.317862,6739,45.626900,-61.998200
Gjoa Haven,462807811.660995,1109,68.633300,-95.916700
Manica,462516120.776834,4000,-18.969600,32.880000
Charlottetown,462432073.317091,42402,46.249300,-63.131300
Mutare,462352784.005103,249365,-18.970000,32.650000
New Glasgow,462068375.203748,20322,45.583300,-62.633300
Chimoio,462065272.561846,256936,-19.120000,33.470000
Cap-Chat,461892472.517657,1484,49.100000,-66.683300
Sesheke,461573045.334141,20149,-17.469500,24.300000
Livingstone,461558823.278783,165480,-17.860000,25.860000
Katima Mulilo,461353122.851046,25027,-17.499600,24.260000
Bathurst,461275900.890724,6111,47.600000,-65.650000
Victoria Falls,461152322.019545,35761,-17.929600,25.840000
Kasane,460889869.963677,9250,-17.809600,25.150000
Amherst,460565228.166297,9336,45.816600,-64.216600
Moncton,460310501.223669,90635,46.083300,-64.766700
Baie-Comeau,460267416.644917,10435,49.222700,-68.158000
Luiana,460254069.115749,150,-17.369500,23.000000
Kwekwe,460203157.288685,99149,-18.929600,29.800000
Quipungo,460116484.627323,186,-14.829500,14.550000
Dondo,459998448.520496,78648,-19.619600,34.730000
Morondava,459983570.517272,36803,-20.283300,44.283300
Halifax,459601302.587550,359111,44.650000,-63.600000
Hwange,459589187.864393,33989,-18.370000,26.500000
Windsor,459491917.801594,3864,44.980600,-64.129100
St.-Denis,459414421.933745,190047,-20.878900,55.448100
Holman,458987424.281889,500,70.733400,-117.750000
Rimouski,458971073.545264,35584,48.433700,-68.516700
Beira,458940090.783229,530604,-19.820000,34.870000
Inukjuak,458891448.374593,1597,58.470000,-78.136000
St.-Benoit,458526262.597156,35310,-21.033500,55.712800
Cambridge Bay,458240939.008762,1477,69.117000,-105.033300
Fredericton,458113963.130435,52337,45.950000,-66.633300
Edmundston,458005071.346373,17894,47.379400,-68.333300
Saint John,457812611.032480,87857,45.267000,-66.076700
Caribou,457787534.474120,7684,46.866200,-67.991900
Lubango,457720157.719483,125632,-14.910000,13.490000
Liverpool,457513419.538059,4331,44.040000,-64.720000
Gweru,457349516.462954,183358,-19.450000,29.820000
Digby,457269346.463105,3949,44.622600,-65.760500
Rivière-du-Loup,457190883.701443,16403,47.833300,-69.533300
Chibia,456603907.217188,1411,-15.189600,13.690000
Shelburne,456510914.213478,3167,43.765600,-65.319400
Chicoutimi,456087821.156521,53940,48.433300,-71.066700
Yarmouth,455827323.015931,7500,43.830800,-66.112600
Mananjary,455594590.423591,27686,-21.216700,48.333300
Dolbeau,455157494.398208,13337,48.866600,-72.233300
Masvingo,454866912.969534,76311,-20.059600,30.820000
Old Town,454813684.759529,7497,44.949100,-68.724900
Mistassini,454630712.171257,2645,50.417100,-73.866600
Brewer,454605534.498701,9043,44.783500,-68.735200
Ellsworth,454592477.414185,7973,44.584700,-68.487500
Mucusso,454417471.737617,100,-18.019500,21.430000
Québec,454389048.069126,624177,46.840000,-71.245600
Chibemba,454344197.134860,1502,-15.749600,14.080000
Saint-Georges,454253527.334619,26149,46.117100,-70.666700
Timika,454149764.249396,26021,-4.549600,136.890000
Espungabera,454133706.037978,393,-20.450100,32.770000
Fianarantsoa,453981972.567310,184184,-21.433300,47.083300
Namibe,453713563.216712,132900,-15.190000,12.160000
Chesterfield Inlet,453480352.118601,374,63.338300,-90.700100
Mohembo,453471407.855085,757,-18.299600,21.800000
Radisson,453312094.344176,270,53.783600,-77.616600
Tuktoyaktuk,453249563.041295,929,69.454800,-133.049200
Manja,453205845.802238,1536,-21.432900,44.333300
Gardiner,452947290.494280,5688,44.191000,-69.792100
Victoriaville,452906174.314260,41500,46.050400,-71.966700
Zvishavane,452724474.511318,35896,-20.329600,30.050000
Paulatuk,452672324.670501,294,69.383300,-123.983300
Bath,452606194.358956,8317,43.934600,-69.834600
Trois-Rivières,452590061.613875,119693,46.350000,-72.549900
Shawinigan,452572854.548484,49161,46.550400,-72.733300
Auburn,452423725.175904,23033,44.085000,-70.249200
Rundu,452365102.099783,58172,-17.920000,19.749900
Sherbrooke,452340301.630461,139652,45.400000,-71.900000
Drummondville,452238274.106886,59489,45.883300,-72.483400
Bulawayo,452195482.725985,699385,-20.170000,28.580000
Westbrook,451878517.277128,18730,43.695500,-70.353900
South Portland,451856805.721065,25483,43.631000,-70.289500
Saco,451602052.424764,19485,43.539000,-70.462400
Biddeford,451526520.284477,21488,43.467400,-70.451200
Joliette,451402357.905089,45361,46.033300,-73.433300
Morombe,451125299.860713,16727,-21.739100,43.365700
Somersworth,450911490.170730,11900,43.253400,-70.885600
Rochester,450887272.167007,30797,43.299000,-70.978700
Rankin Inlet,450887264.427009,2472,62.816700,-92.095300
Montréal,450805679.581534,3678000,45.500000,-73.583300
Baker Lake,450737297.508430,1584,64.317000,-96.016700
Xangongo,450692100.531932,447,-16.740000,14.970000
St.-Jerome,450574544.262199,78439,45.766600,-74.000000
Montpelier,450539541.618401,7484,44.265800,-72.571700
Eastmain,450502458.202478,335,52.233300,-78.516700
Newburyport,450383558.581369,18060,42.812400,-70.887900
Gloucester,450310108.760825,30172,42.626000,-70.689700
Ondjiva,450272504.988914,10169,-17.069600,15.730000
Essex Junction,450255889.672972,10691,44.490200,-73.114000
Winooski,450192570.522749,7237,44.495100,-73.184200
Haverhill,450189196.911300,63639,42.783800,-71.087100
South Burlington,450123488.527790,19141,44.462200,-73.220300
Beverly,450103300.818628,41816,42.568100,-70.862700
Chiredzi,450054684.804260,28205,-21.049600,31.660000
Methuen,450047036.366994,50259,42.734000,-71.188900
Lawrence,450027775.719299,80162,42.700300,-71.162600
Salem,450003753.131366,43415,42.512900,-70.902000
Peabody,449974709.292737,52987,42.533500,-70.972400
Tômbua,449948052.301112,40000,-15.800000,11.860000
Lynn,449909976.586795,94063,42.477900,-70.966300
Lowell,449824484.736917,111346,42.638900,-71.321700
Melrose,449809667.559056,28367,42.455600,-71.059000
Revere,449806870.838800,53993,42.419100,-71.003500
Malden,449779247.416150,61246,42.430500,-71.057600
Woburn,449773300.268903,39701,42.486900,-71.154300
Chelsea,449754912.425544,40227,42.395900,-71.032500
Everett,449751187.319762,46324,42.406400,-71.054500
Medford,449730198.602590,57797,42.423400,-71.108700
Plumtree,449707612.418190,2148,-20.479500,27.820000
Somerville,449694837.877991,81360,42.390800,-71.101300
Cambridge,449662349.039899,113630,42.375800,-71.118400
Watertown,449608321.040228,35756,42.370000,-71.177500
Waltham,449580671.626832,62442,42.388900,-71.242300
Quincy,449579558.364887,94166,42.251600,-71.018300
Newton,449534989.884080,88994,42.331600,-71.208400
Mont-Laurier,449488240.409863,11642,46.550400,-75.500000
Matagami,449361836.055225,1966,49.750400,-77.633300
Fitchburg,449359464.599379,40793,42.591200,-71.815600
Brockton,449351756.257530,95672,42.082100,-71.024200
Marlborough,449286335.364352,39873,42.349400,-71.546800
Nata,449259914.917072,4794,-20.209500,26.190000
Gardner,449208382.367686,20640,42.584500,-71.986700
Cornwall,449097972.644390,48821,45.017100,-74.733300
Taunton,449059453.396124,57139,41.903600,-71.094300
Attleboro,448944837.626922,44590,41.931100,-71.295000
Inuvik,448906207.576796,3022,68.350000,-133.700000
Kugluktuk,448893778.918351,1302,67.798700,-115.125400
Woonsocket,448879769.700173,41759,42.001000,-71.499300
Central Falls,448815145.460486,19359,41.890000,-71.393300
Pawtucket,448808697.005767,72001,41.874300,-71.374300
Fall River,448794110.185075,89420,41.713600,-71.101500
Oshikango,448788752.531182,12423,-17.399500,15.880000
East Providence,448730717.611905,47600,41.806300,-71.356500
Cranston,448578185.919185,81202,41.765800,-71.485800
Hudson Falls,448568359.343880,7099,43.304200,-73.581800
Warwick,448536806.925473,80871,41.706200,-71.433400
Gwanda,448448315.656309,14450,-20.939600,29.010000
Ottawa,448369667.777074,1145000,45.416700,-75.700000
Northampton,448325074.283694,28593,42.326600,-72.674500
Newport,448306609.200748,24942,41.480300,-71.320500
Chicopee,448235922.630099,55515,42.176400,-72.571900
Holyoke,448220559.555131,40341,42.212600,-72.641100
Massangena,448212915.765743,650,-21.537300,32.956400
Mechanicville,448040694.068168,5130,42.903700,-73.689500
Westfield,448036034.421667,41700,42.138200,-72.756100
Ihosy,448001543.439481,16990,-22.399600,46.116700
Ballston Spa,447992243.927318,5340,43.006800,-73.852400
Val d'Or,447902438.349601,20625,48.116600,-77.766600
Cohoes,447883771.377855,16875,42.773200,-73.707700
Troy,447874348.571332,49565,42.735400,-73.675100
Watervliet,447832090.962758,10131,42.724300,-73.706800
Amos,447803152.083824,10516,48.566600,-78.116700
Rensselaer,447723245.910118,9264,42.646500,-73.732800
Colonie,447705442.333059,7809,42.719900,-73.833400
Schenectady,447702131.845783,65625,42.802500,-73.927600
Scotia,447701140.021826,7707,42.832100,-73.960700
Brockville,447636435.749442,26458,44.589300,-75.695300
Groton,447556658.572349,9092,41.339000,-72.072700
New London,447550356.927016,27072,41.350200,-72.102300
Johnstown,447471111.933784,8314,43.007300,-74.375500
New Britain,447455286.648105,72710,41.675800,-72.786200
Middletown,447397289.863211,46478,41.547600,-72.654900
Bristol,447337430.986487,60223,41.681200,-72.940700
Meriden,447275153.364216,59927,41.536700,-72.794300
Pembroke,447026432.566563,15551,45.850300,-77.116600
Naugatuck,447012172.059282,31461,41.489000,-73.051800
Nokaneng,446862937.904184,1763,-19.669600,22.270000
Vilanculos,446860425.817631,177,-21.999500,35.316600
Herkimer,446852145.944426,7380,43.028200,-74.992800
Ansonia,446817649.272664,18813,41.344300,-73.068900
Moosonee,446810864.110881,1725,51.280600,-80.658000
West Haven,446805329.195682,54843,41.273900,-72.967100
Maun,446796202.610180,49945,-19.989600,23.420000
Derby,446783888.543298,12581,41.326500,-73.083300
Shelton,446715131.721215,41397,41.306000,-73.138300
City of Milford (balance),446669788.448153,52970,41.225300,-73.062400
Ongwediva,446600803.309133,25032,-17.780000,15.770000
La Sarre,446596746.385009,7206,48.800000,-79.200000
Kingston,446418482.563340,114195,44.233700,-76.483300
New Paltz,446402840.882518,7031,41.749500,-74.080900
Rouyn-Noranda,446390839.402138,24602,48.250000,-79.033200
Wappingers Falls,446390720.350700,5508,41.598600,-73.917800
Port Jefferson,446296084.350178,7898,40.946500,-73.057900
Norwalk,446251858.510911,89005,41.114400,-73.421500
Beacon,446237990.978436,14289,41.503600,-73.965500
Mastic Beach,446188460.598927,14762,40.766700,-72.842000
Newburgh,446185282.025283,28363,41.503700,-74.020500
Attawapiskat,446141084.341366,1802,52.916600,-82.433300
Stamford,446130544.952955,130824,41.103600,-73.558300
Lake Grove,446128927.385152,11155,40.858600,-73.116800
Mount Kisco,446107508.207007,10998,41.201800,-73.728200
Jayapura,446067153.187234,169341,-2.533000,140.700000
Patchogue,446057189.385618,12489,40.762100,-73.018500
Peekskill,446032500.171087,24272,41.288300,-73.922700
Northport,446029047.621163,7368,40.903600,-73.344600
Pleasantville,445984156.739936,7322,41.137800,-73.782700
Washingtonville,445966106.970366,5773,41.429600,-74.157800
Croton-on-Hudson,445951776.225440,8258,41.200500,-73.900200
Farafangana,445945282.414171,24764,-22.816600,47.833200
Rye Brook,445935694.409835,9589,41.030300,-73.686500
Briarcliff Manor,445932293.451019,8021,41.140000,-73.844000
Ossining,445932199.797302,25403,41.160900,-73.871200
Port Chester,445919351.384617,29711,41.005200,-73.668000
Woodbury,445907268.320145,11075,41.328400,-74.100400
Harrison,445900144.791560,28587,41.023300,-73.719200
Haverstraw,445895049.839547,12216,41.193400,-73.952000
Bayville,445875969.175740,6771,40.907700,-73.560200
West Haverstraw,445875500.920705,10388,41.206300,-73.988300
White Plains,445868823.852449,59047,41.022000,-73.754800
Rye,445857702.833743,16009,40.969000,-73.687800
Elmsford,445856542.723040,5287,41.054100,-73.814300
Kiryas Joel,445855728.421056,24155,41.340300,-74.165800
Sleepy Hollow,445851783.691512,10218,41.093600,-73.872400
Tarrytown,445822057.752666,11572,41.064700,-73.867300
Monroe,445812894.679563,8630,41.319800,-74.184800
Nyack,445811324.576498,7040,41.091900,-73.914300
Scarsdale,445810746.987523,18079,40.990200,-73.777300
Chitado,445797785.231238,500,-17.319600,13.920000
Mamaroneck,445794401.437031,19423,40.946900,-73.731600
Irvington,445787505.427524,6606,41.034900,-73.866100
Glen Cove,445774768.055251,27500,40.870900,-73.628700
Goshen,445761602.737372,5383,41.401600,-74.327000
New Square,445759595.574904,8451,41.141000,-74.029400
Dobbs Ferry,445757482.842936,11147,41.012700,-73.869800
Larchmont,445750273.961115,6157,40.925800,-73.752900
New Hempstead,445750057.365650,5502,41.148800,-74.048500
Babylon,445737692.051999,12145,40.694900,-73.327100
Wesley Hills,445732795.070055,5938,41.157900,-74.076800
New Rochelle,445731080.684889,79946,40.930500,-73.783600
Sea Cliff,445726461.073646,5100,40.844100,-73.644200
Tuckahoe,445725893.114230,6657,40.953000,-73.823000
North Syracuse,445724791.911045,6742,43.133900,-76.130600
Hastings-on-Hudson,445721010.618898,8008,40.990200,-73.880100
Fort McPherson,445718764.709662,1069,67.491500,-134.895000
Spring Valley,445710435.010983,32724,41.115100,-74.048500
Farmingdale,445709689.343618,9094,40.732800,-73.446500
Bronxville,445706183.390774,6547,40.939400,-73.826300
Kaser,445697990.215070,5343,41.121300,-74.068500
Lindenhurst,445692597.865962,27153,40.685800,-73.370900
Pelham,445687220.456844,7016,40.911600,-73.807500
Yonkers,445679225.005030,202019,40.946600,-73.867400
Mount Vernon,445671490.415611,68703,40.913600,-73.829100
East Hills,445669823.432480,7238,40.795800,-73.629200
Manorhaven,445668786.476618,6718,40.839900,-73.712700
Chestnut Ridge,445665788.464073,8156,41.082900,-74.055100
Pelham Manor,445664986.124836,5643,40.893000,-73.805700
Norwood,445659242.921098,5895,40.993300,-73.951000
Francistown,445654952.845889,89979,-21.170000,27.500000
Old Tappan,445654005.180861,6042,41.016300,-73.985600
Westbury,445647082.200363,15493,40.759900,-73.589100
Airmont,445641374.333924,8888,41.099200,-74.099000
Amityville,445635715.063058,9524,40.669600,-73.415600
Montvale,445635161.671035,8724,41.052900,-74.049900
Massapequa Park,445629782.218196,17266,40.681600,-73.449600
Closter,445626067.932442,8766,40.973300,-73.960400
Park Ridge,445621456.293355,8944,41.035200,-74.042300
Suffern,445615080.968059,10995,41.113800,-74.142100
Kings Point,445614662.829171,5273,40.816200,-73.740800
Demarest,445607213.482461,5032,40.955000,-73.956700
North Hills,445606156.866027,5808,40.776500,-73.677800
Williston Park,445603482.501938,7360,40.758800,-73.646500
Great Neck,445602050.700508,10303,40.802800,-73.733000
Upper Saddle River,445598941.686544,8415,41.063300,-74.098600
Fulton,445595916.977709,11324,43.317100,-76.416200
Woodcliff Lake,445591577.188383,5903,41.025300,-74.060400
Mineola,445591272.191997,19387,40.746900,-73.639200
Cresskill,445586610.637440,8935,40.940500,-73.959600
Hillsdale,445586243.577820,10581,41.007400,-74.044000
Great Neck Plaza,445584969.994764,7025,40.786900,-73.726000
Westwood,445575494.906415,11326,40.987800,-74.030800
Emerson,445566331.884356,7739,40.974800,-74.024000
Tenafly,445564230.377069,14900,40.917500,-73.953100
Dumont,445560971.084235,17998,40.945200,-73.992300
Bronx,445558655.138656,1455720,40.850100,-73.866200
Garden City,445556847.639761,22698,40.726600,-73.644700
Solvay,445552736.905048,6341,43.057300,-76.212600
Ramsey,445546696.994430,15242,41.059500,-74.145400
Hempstead,445541612.877624,55806,40.704300,-73.619300
Oradell,445536168.263369,8314,40.956200,-74.031400
New Hyde Park,445535258.534533,9953,40.732400,-73.685700
Bergenfield,445528263.324719,27927,40.923500,-73.998200
Allendale,445527435.420823,6906,41.033300,-74.133300
Englewood Cliffs,445525863.284499,5453,40.882200,-73.946600
Baldwinsville,445524251.550692,7885,43.157000,-76.331800
New Milford,445519956.492606,16868,40.933700,-74.019600
Englewood,445512106.263793,29112,40.891700,-73.973600
Waldwick,445510803.451007,10092,41.013300,-74.125800
Floral Park,445507599.701171,16103,40.722600,-73.702900
River Edge,445492339.487969,11724,40.926800,-74.038700
Ridgewood,445486129.196243,25692,40.982200,-74.112700
Freeport,445484679.341288,43508,40.651500,-73.585000
Paramus,445482995.451740,27032,40.945500,-74.071200
Queens,445476877.813121,2333054,40.749800,-73.797600
Midland Park,445472824.773971,7384,40.995200,-74.141100
Ringwood,445467964.871421,12454,41.106400,-74.274900
Rockville Centre,445465411.854647,24848,40.664300,-73.638300
Fort Lee,445461861.068203,37907,40.850900,-73.971200
Leonia,445460425.718143,9262,40.863800,-73.989900
Malverne,445456355.516117,8613,40.674600,-73.672100
Glen Rock,445446147.073967,12045,40.960100,-74.124900
Hackensack,445436953.483494,45248,40.889000,-74.046100
Maywood,445436688.738550,9860,40.902500,-74.063400
Bogota,445435815.814297,8567,40.875000,-74.029300
Palisades Park,445432057.248534,20988,40.847200,-73.996700
Lynbrook,445428376.791234,19716,40.657900,-73.674200
Fair Lawn,445423274.439190,33710,40.935900,-74.117700
Edgewater,445423171.343998,12368,40.823700,-73.974000
Franklin Lakes,445418902.771889,11255,41.008600,-74.208300
Ridgefield Park,445418076.932649,13154,40.854300,-74.020100
Valley Stream,445416262.337533,37935,40.664700,-73.704400
Oakland,445412449.179976,13224,41.031300,-74.240800
East Rockaway,445410211.054203,9863,40.643200,-73.667200
Hawthorne,445408743.195495,19101,40.957900,-74.158100
Cliffside Park,445407330.611050,25142,40.822100,-73.988000
Ridgefield,445393052.286614,11435,40.831300,-74.014700
Little Ferry,445388784.183419,11000,40.846400,-74.038800
Fairview,445387996.261166,14537,40.818200,-74.002200
North Haledon,445387120.656113,8570,40.962800,-74.184400
Lodi,445387093.932682,24961,40.878400,-74.081500
Elmwood Park,445381431.812843,20429,40.905000,-74.120100
Manhattan,445376036.041797,1643734,40.783400,-73.966200
Wanaque,445375504.117191,11994,41.044000,-74.290000
Hasbrouck Heights,445373122.178488,12277,40.861900,-74.074100
Prospect Park,445367253.077197,5964,40.938000,-74.173600
Garfield,445359990.095790,32393,40.879100,-74.108500
Guttenberg,445350623.733212,11695,40.792700,-74.004700
Paterson,445349404.621946,148678,40.914700,-74.162400
Haledon,445349008.696337,8463,40.936300,-74.188700
Wood-Ridge,445344243.059410,9018,40.850800,-74.087800
Carlstadt,445336669.615490,6314,40.824700,-74.061300
West New York,445336063.683616,54227,40.785600,-74.009300
Cedarhurst,445334542.744240,6730,40.625200,-73.727800
Pompton Lakes,445328076.407637,11206,41.002400,-74.285900
Wallington,445327898.800576,11781,40.853500,-74.106900
Belleville,445323355.862398,43990,44.166700,-77.383300
Long Beach,445322716.257164,33750,40.588700,-73.666000
Bloomingdale,445312787.655552,8242,41.030000,-74.331900
Passaic,445310681.200825,71247,40.857400,-74.128200
Lawrence,445310260.157764,6607,40.604200,-73.714900
East Rutherford,445302383.451897,9928,40.817900,-74.085400
Clifton,445287111.138178,86607,40.863100,-74.157500
Union City,445286823.680309,70387,40.767400,-74.032300
Rutherford,445284363.579782,18782,40.820300,-74.105700
Tsiigehtchic,445276526.368566,175,67.433300,-133.750000
Totowa,445271988.840611,10817,40.903900,-74.221400
Secaucus,445271503.297511,20215,40.781000,-74.065900
Hoboken,445259194.064379,55131,40.745300,-74.027900
Butler,445256914.056475,7774,40.998900,-74.347200
North Arlington,445216015.242360,16009,40.787500,-74.127300
Lincoln Park,445208407.857508,10468,40.923900,-74.303500
Kinnelon,445195895.565612,10213,40.984700,-74.386200
Brooklyn,445190781.647866,2629150,40.650100,-73.949600
North Caldwell,445178120.174643,6730,40.862900,-74.257600
Jersey City,445174640.346039,270753,40.716100,-74.068200
Kearny,445174123.605285,42670,40.752800,-74.120200
Glen Ridge,445156153.355358,7704,40.804100,-74.204300
Arviat,445148801.993304,1868,61.108600,-94.058600
Harrison,445124935.633495,17643,40.743100,-74.153100
Caldwell,445123690.174159,8085,40.839000,-74.277600
East Orange,445093097.398939,65378,40.765100,-74.211700
Newark,445076838.306111,285154,40.724500,-74.172500
Boonton,445070697.111033,8354,40.904700,-74.404800
Roseland,445064289.765080,5937,40.820800,-74.308600
Bayonne,445049823.283308,67186,40.665900,-74.114100
New Liskeard,445012263.593378,5203,47.500000,-79.666600
Elizabeth,444967689.299905,130215,40.665700,-74.191200
Rockaway,444935753.493955,6474,40.896900,-74.515500
Florham Park,444906082.369766,11765,40.777200,-74.395300
Cobalt,444905444.592648,1372,47.383700,-79.683300
Morris Plains,444893984.509721,5581,40.835700,-74.478600
Roselle Park,444884958.521061,13821,40.665300,-74.266600
Staten Island,444881177.031637,476015,40.583400,-74.149600
Kenilworth,444879733.637976,8312,40.678100,-74.289000
Roselle,444872970.142562,21976,40.652700,-74.259900
Dover,444870815.289891,18232,40.885900,-74.559700
Chatham,444866338.269118,8928,40.740500,-74.383800
Wharton,444865814.530473,6571,40.899900,-74.580800
Madison,444854957.221521,16033,40.758600,-74.417100
Linden,444853746.345996,43056,40.625100,-74.238100
Summit,444851109.654310,22323,40.715400,-74.364700
Hopatcong,444849248.762167,14298,40.954100,-74.659300
Morristown,444841013.901421,19037,40.796600,-74.477200
Mount Arlington,444825393.830908,5868,40.919000,-74.639000
Mountainside,444805389.297107,6982,40.681100,-74.360000
Johnson City,444801210.439623,14508,42.123000,-75.962400
Carteret,444800048.568571,24084,40.584800,-74.228400
New Providence,444784352.161985,13308,40.699600,-74.403400
Rahway,444780054.152209,30131,40.607700,-74.280700
Westfield,444779169.715554,30433,40.651500,-74.343300
Fanwood,444717032.760775,7808,40.641700,-74.385700
Keansburg,444669870.832555,9806,40.446900,-74.131600
Carbondale,444667401.430807,8447,41.571400,-75.504800
Watchung,444659603.875721,5985,40.643200,-74.439100
Endicott,444656845.342786,12828,42.098000,-76.063900
Perth Amboy,444648147.645917,52823,40.520300,-74.272400
Rumson,444646361.053041,6864,40.362600,-74.004600
Plainfield,444643214.917075,51327,40.615400,-74.415700
Union Beach,444628937.254338,5562,40.445400,-74.169900
North Plainfield,444626107.041902,22060,40.620900,-74.438600
Fair Haven,444612670.612005,5950,40.361900,-74.039200
Bernardsville,444610723.193734,7815,40.726800,-74.591800
Metuchen,444586585.751144,14349,40.542400,-74.362800
South Plainfield,444580376.424937,24435,40.574800,-74.415300
South Amboy,444578874.711286,8857,40.485200,-74.283100
Keyport,444575724.875679,7085,40.432700,-74.201100
Little Silver,444571377.533947,5908,40.335700,-74.034600
Red Bank,444562063.735917,12150,40.348100,-74.067200
Oceanport,444550213.585370,5755,40.316000,-74.020500
Dunellen,444548653.982957,7407,40.590300,-74.465600
Tsau,444544013.668867,1409,-20.159600,22.460000
Archbald,444543195.242644,6954,41.507700,-75.545300
Long Branch,444543031.949499,30762,40.296500,-73.991500
Hackettstown,444522902.453357,9554,40.854000,-74.825700
Matawan,444505614.536692,8869,40.412700,-74.236500
West Long Branch,444503620.993810,7972,40.288300,-74.018500
Sayreville,444503408.044068,45325,40.465600,-74.323700
Middlesex,444484263.231129,13867,40.574400,-74.501100
Eatontown,444473853.380264,12376,40.291300,-74.055800
Blakely,444452219.062431,6245,41.485900,-75.601200
Highland Park,444447846.337378,14164,40.500600,-74.428300
Olyphant,444438124.310764,5042,41.450600,-75.575300
Bound Brook,444432149.536215,10468,40.567600,-74.538200
North Bay,444427774.430893,50170,46.300000,-79.450000
