City,Density,Population,Latitude,Longitude
Anda,740104792.476257,181533,46.400000,125.320000
Bugt,739991043.923232,17457,48.783800,121.933400
Tirana,739951709.084201,895350,41.327500,19.818900
El Giza,739912192.808289,2681863,30.010000,31.190000
Veszprém,739835005.355317,62023,47.091000,17.911000
Vikhorevka,739737902.476049,166,56.093100,101.242700
Vilnius,739673742.166533,542366,54.683400,25.316600
Slavonski Brod,739653687.360906,97718,45.160300,18.015600
Sarajevo,739556755.649338,696731,43.850000,18.383000
Katowice,739551111.425049,2746000,50.260400,19.020000
Kaposvár,739537180.971560,108528,46.367000,17.800000
Çorovodë,739520348.005739,14046,40.516700,20.233300
Ioanina,739457602.809458,86304,39.667900,20.850900
Severouralsk,739430604.109094,36138,60.156500,59.961500
Warsaw,739298693.764376,1707000,52.250000,21.000000
Përmet,739247421.809191,10686,40.234000,20.352000
Uray,739242710.429265,39878,60.140100,64.754800
Gannan,739188713.065640,59239,47.920400,123.510000
Dunhua,739148441.621913,191870,43.350500,128.220000
Berat,739140216.448757,46866,40.710000,19.972000
Bytom,739124800.917099,662247,50.350000,18.910000
Győr,738909616.765808,136081,47.700400,17.630000
Bologoye,738862226.485328,25142,57.872200,34.051800
Bratsk,738847260.827028,246348,56.157000,101.615000
Lushnjë,738845449.186997,41469,40.940000,19.716000
Durrës,738796733.907176,142432,41.317800,19.448200
Pursat,738727196.799497,52476,12.533700,103.916700
Shilka,738698580.456664,14132,51.870600,116.030600
Zhaodong,738672942.931885,179980,46.080400,125.980000
Zenica,738603402.913485,164423,44.220000,17.920000
Trat,738586906.607331,21590,12.237000,102.509000
Gliwice,738586448.842455,507670,50.330400,18.670000
Salem,738573051.948251,873000,11.670000,78.180100
Sasebo,738553924.709869,237444,33.163100,129.717700
Agrinio,738514792.861446,75233,38.621800,21.407700
Patra,738463253.106926,163360,38.230000,21.730000
Tripoli,738460771.819500,28970,37.509100,22.379400
Trnava,738430341.157219,69785,48.366600,17.600000
Ostrava,738392611.806359,478963,49.830400,18.250000
Tepelenë,738370540.952850,11955,40.283300,20.033300
Kampong Thum,738363529.819337,19951,12.712000,104.889000
Prachuap Khiri Khan,738319637.068726,33521,11.803000,99.800000
Gjirokastër,738252137.403290,23437,40.079000,20.149000
Fier,737950039.759385,82297,40.730000,19.573000
Zlín,737706261.676889,124610,49.230400,17.650000
Vologda,737594923.039594,294889,59.210000,39.920000
El Tur,737586815.453172,27628,28.239400,33.614800
Bratislava,737327894.103514,423737,48.150000,17.117000
Helong,737326898.772505,85756,42.534800,129.004400
Hania,737317915.334802,78728,35.512200,24.015600
Sarandë,737296787.069538,15147,39.877000,20.000000
Sparti,737284642.390713,16187,37.073700,22.429700
Mostar,737269026.696618,163067,43.350500,17.820000
Łódź,737181721.669298,758000,51.775000,19.451400
Vlorë,737149180.588045,89546,40.477400,19.498200
Ełk,737090208.027415,55769,53.833700,22.350000
Dubrovnik,737060052.071124,36994,42.660900,18.091400
Harbin,737053498.650466,3621000,45.750000,126.650000
Banja Luka,736975362.716133,221738,44.780400,17.180000
Daugavpils,736968550.689927,111564,55.880000,26.510000
Zalaegerszeg,736943641.656677,61898,46.844000,16.840000
Musan,736914703.812083,80146,42.230400,129.230400
Lesosibirsk,736608402.592608,65945,58.243300,92.483300
Nerchinsk,736438539.267011,15360,52.009000,116.548600
Ivdel,736396355.099484,19379,60.693600,60.413300
Kerkira,736373694.154835,38517,39.615400,19.914700
Qui Nhon,736364155.695040,805290,13.780000,109.180000
Sokol,736346776.490308,42174,59.464800,40.114400
Szombathely,736343644.795808,109518,47.225300,16.628700
Cherepovets,736288675.554310,311850,59.140400,37.910000
Lanxi,736217290.776481,72528,46.266400,126.276000
Olomouc,736176885.092935,101268,49.630000,17.250000
Kalamata,736143049.898851,71823,37.038900,22.114200
Nagasaki,736117409.655824,435455,32.765000,129.885000
Opole,736111330.638691,131412,50.685000,17.931300
Borovichi,736021782.838792,57887,58.397800,33.897400
El Alamein,736005205.377339,7400,30.817100,28.950000
Kaunas,735991396.503318,374643,54.950400,23.880000
Pirgos,735957825.216062,22399,37.683700,21.450000
Eisenstadt,735928657.873301,13165,47.833300,16.533300
Prijedor,735741624.228795,104858,44.980400,16.700000
Yeniseysk,735666036.935003,19920,58.451500,92.156500
Rēzekne,735652424.024102,38340,56.500000,27.316600
El Faiyum,735422464.879243,316772,29.310000,30.840000
Vienna,735306407.257196,2400000,48.200000,16.366600
Wiener Neustadt,735161046.052825,82762,47.816000,16.250000
El Daba,735149617.815670,14212,31.033800,28.433300
Brno,735066711.552749,388277,49.200400,16.610000
Beni Suef,735038738.019273,489450,29.080400,31.090000
Kompong Chhnang,734987221.092332,75244,12.250500,104.666600
Staraya Russa,734804517.010909,34303,57.994800,31.354400
Qinggang,734783020.140690,64182,46.690000,126.100000
Chongjin,734669596.410989,672614,41.784600,129.790000
Fukuoka,734434212.594156,2792000,33.595000,130.410000
Al Wajh,734282831.801488,43237,26.232400,36.463600
Zagreb,734265529.843605,722526,45.800000,16.000000
Kracheh,733919671.696084,19975,12.469000,106.024000
Panevežys,733752197.015933,127405,55.740000,24.370000
Kumbakonam,733606318.373645,139264,10.980500,79.400000
Khanty Mansiysk,733584285.977640,67800,61.001500,69.001500
Maribor,733539620.140831,114228,46.540500,15.650000
Split,733424936.436212,214741,43.520400,16.470000
Olsztyn,733352140.141222,186670,53.800000,20.480000
Chernyakhovsk,733144374.558181,45187,54.631600,21.810900
Wrocław,733020312.512591,634893,51.110400,17.030000
Hurghada,733010194.080153,157204,27.230000,33.830000
Graz,732924175.938476,263234,47.077800,15.410000
Yanji,732889052.303692,488740,42.882300,129.512800
Velikiy Ustyug,732798457.605261,33237,60.768700,46.298700
Karlovac,732735518.257890,55063,45.487200,15.547800
Krong Koh Kong,732654942.363508,33134,11.617500,102.984900
Zheleznogorsk Ilimskiy,732636508.149099,28456,56.576200,104.122700
Lecce,732617926.671564,162582,40.360400,18.150000
Brindisi,732584868.060755,104437,40.640300,17.930000
Shangzhi,732510566.108240,96980,45.220400,127.970000
Medina,732455756.489240,1010000,24.500000,39.580000
Matruh,732348481.181821,103470,31.350400,27.230000
Velikiy Novgorod,732272269.183283,218717,58.500000,31.330000
Tiruppur,732228422.616155,650000,11.080400,77.330000
Strezhevoy,732161877.191651,44784,60.733200,77.577700
Jihlava,732108811.439207,53921,49.400400,15.583300
Nefteyugansk,732103470.427218,112632,61.077700,72.702700
Karur,732043835.947241,76915,10.950400,78.083300
Šibenik,731979551.549860,37112,43.727200,15.905800
Kitakyūshū,731940788.552477,997536,33.870400,130.820000
Yian,731782007.351208,39924,47.880400,125.300000
Pardubice,731725029.509983,107064,50.040400,15.760000
Inowrocław,731659082.953814,79007,52.779900,18.250000
Sovetsk,731617335.651667,43309,55.071800,21.882000
Hradec Králové,731604114.304406,95195,50.206000,15.812000
Thanjavur,731509281.027043,219571,10.770400,79.150000
Tiruchirappalli,731445879.196730,951000,10.810000,78.690000
Nizhenvartovsk,731436574.751835,244937,60.935000,76.580000
Kampong Cham,731303665.232064,83233,12.000400,105.450000
Beni Mazar,731219943.873238,79553,28.490400,30.810000
Shimonoseki,731188792.657873,245786,33.965400,130.945400
Pskov,731184461.360845,201990,57.830000,28.329900
Kozhikode,731071753.495720,953000,11.250400,75.770000
Šiauliai,730968709.082836,133528,55.938600,23.325000
Coimbatore,730943163.062988,1696000,11.000000,76.950000
Megion,730909818.212077,48691,61.060800,76.095300
Senmonorom,730856265.893053,7944,12.450000,107.200000
Ulkan,730816090.593339,10,55.900400,107.783300
Surgut,730795203.407847,400000,61.259900,73.425000
Suihua,730741487.641959,252245,46.630400,126.980000
Bur Safaga,730703167.988433,32944,26.733700,33.933300
Grudziądz,730627947.720600,102443,53.480400,18.750000
Tumen,730620521.634807,99721,42.970000,129.820100
Zadar,730511198.451021,71258,44.120100,15.262300
Buon Me Thuot,730344284.144238,349945,12.667000,108.050000
Bari,730310889.306614,500577,41.114200,16.872800
Kaliningrad,730181271.001006,434954,54.700000,20.497300
Kotlas,730131332.831722,59879,61.263100,46.663100
Bydgoszcz,730076640.702680,366452,53.120400,18.010000
Nehe,730055373.748958,108253,48.490000,124.880000
Tuy Hòa,730041391.665384,69596,13.082000,109.316000
Taranto,730035833.103321,202033,40.508400,17.230000
Ljubljana,730007006.164667,314807,46.055300,14.515000
Samalut,729950355.242460,152097,28.300400,30.710000
Kumamoto,729923015.517035,718232,32.800900,130.700600
Wangqing,729900745.367113,88732,43.324800,129.734300
Baiquan,729793014.185939,70472,47.601800,126.081900
Elbląg,729678429.179448,127558,54.190000,19.402700
Severobaykalsk,729673415.063791,25800,55.634000,109.313000
Klagenfurt,729630039.390346,90610,46.620300,14.310000
Poznań,729533426.814675,623997,52.405800,16.899900
České Budějovice,729452266.539686,98851,48.980000,14.460000
Syktyvkar,729427713.611527,230910,61.660000,50.820000
Linz,729420937.401314,349161,48.319200,14.288800
Rijeka,729301936.543610,170992,45.330000,14.450000
Bukachacha,729222833.307396,3372,52.983300,116.916600
Ergun Zuoqi,729025909.878881,42849,50.783300,121.516700
Tikhvin,729025014.023544,62075,59.644800,33.514400
Luga,729020054.412659,40114,58.736300,29.839000
El Minya,728997985.326487,500000,28.090000,30.750000
Sonbong,728916238.667381,60864,42.337700,130.402700
Ust Kut,728858476.740226,25388,56.765000,105.760000
Barletta,728838928.002716,107830,41.320000,16.270000
Velsk,728711310.815076,26300,61.067400,42.097400
Jelgava,728658856.840363,67207,56.652700,23.712800
Liberec,728657179.341593,102175,50.800000,15.080000
Phnom Penh,728648466.751276,1466000,11.550000,104.916600
Laryak,728620582.216719,10,61.101200,80.251400
Kampong Spoe,728588770.553788,33231,11.452000,104.519000
Keshan,728380761.609493,72403,48.026300,125.866000
Bagdarin,728287993.962322,4676,54.433300,113.600000
Prague,728210839.355423,1162000,50.083300,14.466000
Riga,728069218.248334,742572,56.950000,24.100000
Chumphon,727961390.967294,85686,10.512700,99.187200
Ningan,727693434.383463,54636,44.331300,129.465900
Nyagan,727603321.693072,52137,62.146500,65.381400
Trieste,727563681.137135,216035,45.650400,13.800000
Klaipėda,727497944.518617,192307,55.720400,21.119900
Mallawi,727415962.756050,217365,27.730400,30.840000
Gdańsk,727387741.245057,740000,54.360000,18.640000
Zielona Góra,727246107.755618,118433,51.950400,15.500000
Prey Veng,727244528.735783,74000,11.484000,105.324000
Pula,726988207.628012,61599,44.868700,13.848100
Passau,726919065.551702,50560,48.567000,13.466600
Foggia,726862532.252952,155203,41.460500,15.560000
Kagoshima,726823195.565827,555352,31.586000,130.561100
Suileng,726810903.149825,57789,47.246000,127.106000
Dindigul,726793958.007085,200797,10.380000,78.000000
Yanbu al Bahr,726780887.070125,267590,24.094300,38.049300
Qingan,726751553.361028,53206,46.871900,127.511800
Hailun,726568996.344434,109881,47.450400,126.930000
Gdynia,726561081.594842,314664,54.520400,18.530000
Kodinskiy,726413444.577899,15670,58.698100,99.177700
Usti Nad Labem,726237602.561143,94105,50.663000,14.081000
Udine,726120347.174670,119009,46.070000,13.240000
Salum,726115076.201836,7330,31.567000,25.150000
Volkhov,726106981.775003,45673,59.929100,32.338700
Ust-Ulimsk,726073542.945227,100271,57.990000,102.633300
Mudangiang,725954545.320553,1244000,44.575000,129.590000
Salzburg,725940079.104766,206279,47.810500,13.040000
Tartu,725923451.942290,101092,58.383900,26.709900
Crotone,725891982.239358,60010,39.083300,17.123300
Potenza,725728305.737866,69060,40.642000,15.799000
Hon Quan,725703883.095067,40279,11.650400,106.600000
Asyut,725613717.452746,420585,27.190000,31.179900
Pizen,725583074.727438,164180,49.740400,13.360000
Gatchina,725185921.263317,90486,59.570700,30.133300
Kolpino,725058310.752699,225801,59.730000,30.650000
Valparai,724842949.214444,114308,10.320400,76.970000
Cottbus,724657967.909596,105067,51.770400,14.330000
Naha,724648258.345109,905238,26.207200,127.673000
Dresden,724635287.776188,617515,51.050000,13.750000
Pescara,724538128.599674,314789,42.455400,14.218700
Slantsy,724494377.468097,36209,59.111600,28.074700
Nenjiang,724486187.626850,87236,49.180000,125.230000
Qena,724464111.905356,302027,26.150500,32.720000
Beian,724326529.514099,154936,48.239000,126.482000
Ōita,724235216.698031,448907,33.243200,131.597900
Ancona,724186366.118338,100507,43.600400,13.499900
Tubruq,724167296.599730,263527,32.080000,23.960000
Campobasso,724137787.900396,50762,41.563000,14.656000
Viljandi,724137591.761299,20309,58.363900,25.590000
Takéo,724101203.232875,15264,10.983800,104.783300
Tây Ninh,724048606.646967,126370,11.323000,106.147000
Liepaga,723980469.216392,85132,56.510000,21.010000
Kanoya,723756780.757126,82335,31.383300,130.850000
Sohag,723754351.935273,600000,26.550400,31.700000
Ranong,723709835.537655,24561,9.962000,98.638000
Catanzaro,723623661.241493,95251,38.900400,16.600000
Tieli,723555958.293597,109636,46.950400,128.050000
St. Petersburg,723514674.596876,4553000,59.939000,30.316000
Benevento,723476415.951417,61791,41.133700,14.750000
Nha Trang,723418784.409067,411556,12.250000,109.170000
Narva,723271357.844145,66980,59.377600,28.160300
Rosenheim,723202863.731133,92809,47.850300,12.133300
Girga,723097164.029502,128250,26.330400,31.880000
Da Lat,723009311.101089,256019,11.930400,108.420000
Svay Rieng,722780231.774138,23956,11.080000,105.801000
Peregrebnoye,722774855.156343,10,62.967000,65.085900
Venice,722763319.721177,270816,45.438700,12.335000
Madurai,722747277.107944,1294000,9.920000,78.120000
Chemnitz,722743855.475759,302643,50.830000,12.920000
Regensburg,722686574.532408,164359,49.020400,12.120000
Treviso,722667252.872113,177309,45.670000,12.240000
As Sulayyil,722550083.769570,24097,20.462300,45.572200
Salerno,722440126.959076,954265,40.680400,14.769900
Darnah,722433798.453824,127974,32.764800,22.639100
Orongen Zizhiqi,722324860.855976,40128,50.566700,123.716700
Pärnu,722203833.678063,44192,58.374700,24.513600
Koszalin,722201702.022932,107450,54.200000,16.183300
Jaffna,722198952.586040,250000,9.675000,80.005000
Kampot,722101392.773766,50105,10.617100,104.183300
Laoag,722069206.679907,207048,18.198800,120.593600
Caserta,721928745.971926,250000,41.060000,14.337400
Luxor,721873966.288320,609248,25.700000,32.650000
Kohtla-Järve,721784667.631631,46060,59.400000,27.283300
Novyy Uoyin,721635651.418114,4184,56.135000,111.733900
L'Aquila,721585097.924443,68503,42.350400,13.390000
Igrim,721505370.978930,9545,63.193300,64.419400
Munich,721459057.006967,1275000,48.129900,11.575000
San Marino,721282655.154941,29579,43.917200,12.466700
Miyazaki,721261008.723283,324384,31.918200,131.418400
Vibo Valentia,721248414.879983,33957,38.666600,16.100000
Ventspils,721225563.266475,42884,57.389900,21.560600
Ravenna,721200252.588779,134631,44.420400,12.220000
Naples,721083743.309225,2250000,40.840000,14.245000
Châu Đốc,721004215.642309,70239,10.700400,105.116700
Innsbruck,720905509.066132,155214,47.280400,11.410000
Kochi,720862694.388069,1519000,10.015000,76.223900
Ingolstadt,720836202.075428,163325,48.770400,11.450000
Hof,720690676.882949,56153,50.317000,11.916700
Szczecin,720661075.564966,407811,53.420400,14.530000
Hiroshima,720548821.054286,2045000,34.387800,132.442900
Bolzano,720423452.128697,95895,46.500400,11.360000
Leipzig,720358467.967751,542529,51.335400,12.410000
Berlin,720351310.332510,3406000,52.521800,13.401500
Cam Ranh,720269032.062886,146771,11.902000,109.220700
Gera,720257378.889858,104659,50.870400,12.070000
Shahhat,720025037.752586,45000,32.828100,21.862200
Kilinochchi,719945636.215495,103717,9.400400,80.399900
Mirbat,719877897.111610,1120,16.992400,54.691800
Thu Dau Mot,719825349.127543,244277,10.969100,106.652700
Potsdam,719758761.696830,218095,52.400400,13.070000
Berenice,719755151.038495,10,23.946000,35.484200
Ferrara,719738314.403830,130992,44.850400,11.609900
Perugia,719660360.355101,149125,43.110400,12.390000
Isna,719394428.577304,100000,25.290400,32.549900
Biên Hòa,719369592.956923,652646,10.970000,106.830100
Trento,719356395.711891,107808,46.080400,11.120000
Augsburg,719304642.490875,358989,48.350000,10.900000
Kure,719298585.995620,196991,34.251000,132.565600
Nürnberg,719232746.909735,737304,49.450000,11.080000
Linkou,719032286.898146,77754,45.281900,130.251900
Fürth,718971763.155005,237844,49.470000,11.000000
Al Bayda,718918614.498928,1794,32.760400,21.620000
Ukhta,718867477.648074,102187,63.560000,53.690000
Salalah,718747661.175622,203877,17.025500,54.085200
Jena,718732866.601606,104712,50.930400,11.580000
Sosnogorsk,718698911.900651,29343,63.594800,53.894300
Noyabrsk,718558444.116433,110572,63.166500,75.616500
Arezzo,718534790.792400,91589,43.461700,11.875000
Vigan,718453040.829114,48545,17.574700,120.386900
Podkamennaya,718450659.255276,10,61.599500,90.123600
Kirensk,718383214.492247,13308,57.785700,108.111900
Bologna,718366720.737769,488172,44.500400,11.340000
Verona,718342869.957979,347459,45.440400,10.990000
Kavaratti,718211024.032437,10688,10.562600,72.636900
Phan Rang,718141402.631091,179773,11.567000,108.983300
Ho Chi Minh City,718109449.385869,5314000,10.780000,106.695000
Reggio di Calabria,717978799.366747,180353,38.115000,15.641400
Coburg,717958192.009071,61054,50.266600,10.966600
Messina,717938402.705869,252026,38.200500,15.550000
Cao Lãnh,717889050.245760,149837,10.467000,105.636000
Haapsalu,717688411.261082,11805,58.943100,23.541400
Long Xuyen,717610708.310749,350000,10.380400,105.420000
Komsa,717582748.850790,10,61.868000,89.257700
Rome,717537423.515162,3339000,41.896000,12.483300
Matsue,717530411.298669,156811,35.467000,133.066600
Rajapalaiyam,717484929.807946,369991,9.420400,77.580000
Petrozavodsk,717472639.144931,265025,61.850000,34.280000
Tallinn,717368569.555568,394024,59.433900,24.728000
Numto,717140280.643617,10,63.666700,71.333300
Modena,717138637.782755,175502,44.650000,10.920000
Vyborg,717107583.469671,117201,60.703900,28.754900
Erfurt,717046150.430158,203254,50.970100,11.030000
Florence,716941272.901452,1500000,43.780000,11.250000
Siwa,716907926.509967,23080,29.200000,25.516700
Matsuyama,716755115.491395,533541,33.845500,132.765800
Tan An,716651891.953914,137498,10.533700,106.416700
At Taif,716489495.761669,657282,21.262200,40.382300
Siena,716452018.986605,52625,43.317000,11.350000
Vladivostok,716436452.704718,587022,43.130000,131.910000
Ulm,716423002.493093,172955,48.400400,10.000000
Alappuzha,716416637.037342,176783,9.500400,76.370000
Magdeburg,716346615.401363,229826,52.130400,11.620000
Mogocha,716307485.456370,12647,53.733300,119.766600
Makkah,716239077.313722,1385000,21.430000,39.820000
Surat Thani,716156653.859997,157627,9.150100,99.340100
Nancha,716053824.823477,121367,47.136400,129.285900
Kom Ombo,716039399.454225,303962,24.470000,32.950000
Al Jaghbub,715976176.915486,1744,29.750400,24.516600
Bregenz,715607025.001917,26928,47.516700,9.766700
Civitavecchia,715554932.426963,61316,42.100400,11.800000
Würzburg,715418265.460524,168561,49.800400,9.950000
Phan Thiet,715404279.740614,336846,10.933700,108.100100
Jeddah,715398628.356948,3012000,21.516900,39.219200
Kondopoga,715387670.730156,34360,62.208700,34.288700
Saranpaul,715344414.992299,2985,64.250500,60.970000
Vĩnh Long,715313065.996698,103314,10.256000,105.964000
Yichun,715282783.196984,777000,47.699900,128.900000
Parma,715280894.255567,166011,44.810400,10.320000
Mỹ Tho,715213692.475100,124143,10.350400,106.350000
Svetogorsk,715136817.738373,30115,61.101300,28.917700
Al Marj,715135090.821980,169540,32.500500,20.830000
Rạch Giá,715131612.672979,300000,10.015400,105.091400
Boli,715092931.642352,95260,45.756400,130.575900
Qasr Farafra,714838053.984559,5000,27.067100,27.966600
Jixi,714627778.734273,965000,45.300000,130.970000
Vaduz,714622504.000561,36281,47.133700,9.516700
El Kharga,714451820.691854,49991,25.440000,30.550000
Chur,714418998.491401,38293,46.850000,9.500000
Appenzell,714364147.699508,5649,47.333300,9.416700
Lappeenranta,714264992.574711,59276,61.067100,28.183300
Saint Gallen,714209631.988986,70572,47.423000,9.362000
Truc Giang,714139971.650832,59442,10.235000,106.375000
Bergamo,714101316.124763,200000,45.700400,9.670000
Catania,714034724.821706,674542,37.500000,15.080000
Stralsund,714032002.766717,61368,54.300400,13.100000
Can Tho,713964533.969896,1121000,10.050000,105.770000
Porvoo,713956691.595274,12242,60.400400,25.666000
Herisau,713926252.341307,15438,47.383300,9.283300
Helsinki,713921670.930672,1115000,60.175600,24.934100
Qal at Bishah,713843777.735007,88291,20.008700,42.598700
Pisa,713825140.982487,203336,43.720500,10.400000
Aswan,713813282.437333,313442,24.087500,32.898900
Stuttgart,713721322.887144,2944700,48.780000,9.200000
Ussuriysk,713529936.829831,157068,43.800000,132.020000
Frauenfeld,713384429.590086,21979,47.568000,9.108000
Vung Tau,713329174.543171,248767,10.355400,107.085000
Visby,713329110.912223,22593,57.633700,18.300000
Siracusa,713297697.047914,123657,37.070400,15.290000
Qitaihe,713278941.326772,450617,45.800000,130.850000
Taksimo,713271906.751977,10359,56.331500,114.890000
Livorno,713161243.518460,156274,43.551100,10.302300
Kalmar,713135957.097533,35024,56.667000,16.366600
Kouvola,713074575.478881,31133,60.876000,26.709000
Glarus,713027416.951724,5681,47.050000,9.066700
Trincomalee,712800220.804063,108420,8.569000,81.233000
Braunschweig,712782190.536729,244715,52.250000,10.500000
Göttingen,712665158.776205,139419,51.520400,9.920000
Tuticorin,712605806.207006,436094,8.820000,78.130000
Karlskrona,712491141.786649,35212,56.203000,15.296000
Bellinzona,712267781.156096,16572,46.197000,9.020000
Rostock,712232671.835456,203080,54.070400,12.150000
Milan,712213636.976245,2945000,45.470000,9.205000
Como,712125096.358541,250000,45.810000,9.080000
Lugano,711901094.702355,105388,46.000400,8.966700
Kassel,711806698.352139,289924,51.300000,9.500000
Schaffhausen,711770032.800021,33863,47.706000,8.633000
Heidelberg,711723379.871550,426590,49.420000,8.700000
Jiamusi,711636413.472544,1020000,46.830000,130.350000
Tra Vinh,711592527.319598,131360,9.934000,106.334000
Schwerin,711587996.746974,96641,53.633300,11.416700
Schwyz,711534790.099587,14177,47.020000,8.648000
Altdorf,711412928.289227,8678,46.879000,8.638000
Zürich,711370836.567983,1108000,47.380000,8.550000
Tirunelveli,711249376.434659,542200,8.730400,77.690000
Kollam,711233854.446975,394163,8.900400,76.570000
Zug,711048417.081467,23435,47.179000,8.487000
Frankfurt,711038306.328164,2895000,50.100000,8.675000
Karlsruhe,710909331.009868,377487,49.000000,8.400000
Banghazi,710897998.792562,1180000,32.116700,20.066700
Mannheim,710895835.301201,2362000,49.500400,8.470000
Ragusa,710854265.990960,68956,36.930000,14.730000
Phangnga,710778438.314551,9676,8.451000,98.534000
Savonlinna,710770693.872824,27353,61.866600,28.883300
Lahti,710769785.498121,98826,60.993900,25.664900
Nakhodka,710721518.653239,159551,42.837400,132.887400
El Qasr,710708834.864670,1716,25.700400,28.883300
Stans,710542449.929191,7475,46.950000,8.383300
Tuguegarao,710318468.931507,115105,17.613100,121.726900
Gießen,710312852.816139,82358,50.583700,8.650000
Kristianstad,710289965.430658,32188,56.033700,14.133300
Anuradhapura,710257653.942132,118302,8.350000,80.383300
Luzern,710230394.024271,250000,47.050400,8.280000
Hannover,710138228.778859,722490,52.367000,9.716700
Novara,710040995.903382,100910,45.450000,8.620000
Palermo,710015434.053333,863000,38.125000,13.350000
Sarnen,710000108.723157,9410,46.899000,8.243000
Kōchi,709915272.562819,335570,33.562400,133.537500
Mainz,709808917.922231,184997,49.982500,8.273200
Okayama,709754225.004576,866092,34.672000,133.917100
Genoa,709670595.430036,647497,44.410000,8.930000
Wiesbaden,709628932.646284,617126,50.080400,8.250000
Pechora,709605087.607072,46113,65.158700,57.208700
Sóc Trăng,709541241.185185,300000,9.603700,105.980000
Al Ghaydah,709537406.293992,27404,16.239400,52.163800
Aarau,709512652.922798,15501,47.390000,8.034000
Mikkeli,709459143.727306,46550,61.690000,27.285000
Xinqing,709386720.583131,55415,48.236300,129.505900
Malmö,709216085.747734,269349,55.583300,13.033300
Freiburg,709104918.487555,254889,48.000400,7.869900
Nakhon Si Thammarat,709080367.815605,232335,8.400000,99.970000
Hegang,708857909.049757,743307,47.400000,130.370000
Qaminis,708774775.725451,5348,31.660600,20.015500
Hämeenlinna,708772427.901441,47261,60.997000,24.472000
Onega,708716909.152029,22693,63.927100,38.077100
Lübeck,708695650.439097,235390,53.870400,10.670000
Strasbourg,708694811.410329,439972,48.580000,7.750000
Tottori,708685608.824824,154098,35.500400,134.233300
Heihe,708620198.927131,109427,50.250000,127.446000
Växjö,708515061.827357,59600,56.883700,14.816700
Liestal,708464010.796651,12832,47.483000,7.737000
Baguio City,708346871.828056,447824,16.430000,120.569900
Bastia,708287176.507044,41001,42.703200,9.450000
Partizansk,708178974.059866,42489,43.134900,133.134900
Blagoveshchensk,708135014.147104,221296,50.266600,127.533300
Thiruvananthapuram,708112686.030124,954000,8.500000,76.950000
Takamatsu,708046262.701937,334223,34.344700,134.044800
Mishan,708036597.658119,87257,45.550400,131.880000
Basel,707961186.830924,830000,47.580400,7.590000
Asti,707798092.850724,71276,44.930000,8.210000
Joensuu,707748362.980653,53388,62.600000,29.766600
Hamburg,707729310.309160,1757000,53.550000,10.000000
Turku,707699008.105523,175945,60.453900,22.255000
Cà Mau,707656487.202800,356636,9.177400,105.150000
København,707609809.858616,1085000,55.678600,12.563500
Solothurn,707583667.049093,14853,47.212000,7.537000
Bạc Liêu,707292097.979155,225000,9.280400,105.720000
Bielefeld,707229601.850990,331906,52.030000,8.530000
Thung Song,707190811.088323,28223,8.154000,99.728600
Bern,707134732.436041,275329,46.916700,7.467000
Mulhouse,707123907.798917,215454,47.750400,7.350000
Koblenz,707084524.690684,312633,50.350500,7.600000
Krabi,707026979.719157,31219,8.052000,98.912000
Delémont,706946680.012168,11315,47.370000,7.345000
Puttalan,706904470.864414,45661,8.033000,79.826000
Archangel,706694119.450240,356051,64.575000,40.545000
Dagupan,706681574.264065,163676,16.047900,120.340800
Shuangyashan,706590381.822686,500000,46.670400,131.350000
Helsingborg,706523110.675921,91304,56.050500,12.700000
Biel,706474675.309879,78708,47.166600,7.250000
Roskilde,706417335.493141,44285,55.650000,12.083300
Valletta,706390251.469726,368250,35.899700,14.514700
Segezha,706244701.916344,33354,63.754800,34.324300
Severodvinsk,706196883.482413,194292,64.570000,39.830000
Sion,706136582.348436,28045,46.239000,7.354000
Hillerød,705959255.963818,28313,55.933300,12.316700
Turin,705952529.403830,1652000,45.070400,7.670000
Phuket,705901917.279519,141618,7.876500,98.381500
Fribourg,705844215.537780,32827,46.800000,7.150000
Sorø,705808830.224455,7167,55.433000,11.566700
Nagercoil,705798985.161911,224329,8.180400,77.430000
Saarbrücken,705673771.829816,770001,49.250400,6.970000
Marsala,705670911.043553,77784,37.805400,12.438700
Ajdabiya,705611363.831743,143833,30.770000,20.220000
Kiel,705599770.072305,269427,54.330400,10.130000
Spassk Dalniy,705594123.475537,45900,44.600200,132.819800
Al Qunfudhah,705481404.427830,157,19.126400,41.078900
Aosta,705445238.154107,34062,45.737000,7.315000
Bremen,705409709.413300,724909,53.080000,8.800000
Nyköping,705341429.677283,27582,58.764000,17.015000
Nadym,705295010.715750,46339,65.529800,72.514800
Batticaloa,705197245.810540,129222,7.717000,81.700000
Neuchâtel,705115505.662838,31270,46.999000,6.923000
Osnabrück,705092887.179971,231268,52.280400,8.050000
Stockholm,704945611.405821,1264000,59.350800,18.097300
Usinsk,704859119.189855,45000,65.923000,57.403000
Tampere,704827152.876612,259279,61.500000,23.750000
Bonn,704815627.331154,680543,50.720500,7.080000
Dortmund,704766866.551036,588462,51.530000,7.450000
Bodaybo,704473138.715676,15933,57.965000,114.329000
Svendborg,704444808.440193,29180,55.070400,10.616700
Halmstad,704435471.012480,55657,56.671800,12.855600
Münster,704401944.324165,270184,51.970400,7.620000
Wuppertal,704336248.546479,776525,51.250000,7.170000
